title,pmid,url,abstract
"The functional mechanisms of synchronizing royal jelly consumption and physical activity on rat with multiple sclerosis-like behaviors hallmarks based on bioinformatics analysis, and experimental survey",35676653,https://pubmed.ncbi.nlm.nih.gov/35676653,"Background:
        

      
      Natural nutrition and physical training have been defined as non-pharmacochemical complementary and alternative medicines to prevent and treat various pathogenesis. Royal jelly possesses various pharmacological properties and is an effective therapeutic supplement for halting neurodegeneration. Multiple sclerosis is a prevalent neurodegenerative disorder that manifests as a progressive neurological condition. Inflammation, hypoxia, and oxidative stress have been identified as significant hallmarks of multiple sclerosis pathology.
    





          Results:
        

      
      In the present study, based on artificial intelligence and bioinformatics algorithms, we marked hub genes, molecular signaling pathways, and molecular regulators such as non-coding RNAs involved in multiple sclerosis. Also, microRNAs as regulators can affect gene expression in many processes. Numerous pathomechanisms, including immunodeficiency, hypoxia, oxidative stress, neuroinflammation, and mitochondrial dysfunction, can play a significant role in the MSc pathogenesis that results in demyelination. Furthermore, we computed the binding affinity of bioactive compounds presented in Royal Jelly on macromolecules surfaces. Also, we predicted the alignment score of bioactive compounds over the pharmacophore model of candidate protein as a novel therapeutic approach. Based on the q-RT-PCR analysis, the expression of the Dnajb1/Dnajb1/Foxp1/Tnfsf14 and Hspa4 networks as well as miR-34a-5p and miR155-3p were regulated by the interaction of exercise training and 100 mg/kg Royal Jelly (ET-100RJ). Interestingly, characteristics, motor function, a proinflammatory cytokine, and demyelination were ameliorated by ET-100RJ.
    





          Discussion:
        

      
      Here, we indicated that interaction between exercise training and 100 mg/kg Royal jelly had a more effect on regulating the microRNA profiles and hub genes in rats with Multiple sclerosis."
Gene cloning of immunogenic antigens overexpressed in pancreatic cancer,11237751,https://pubmed.ncbi.nlm.nih.gov/11237751,"The serological analysis of recombinant cDNA expression libraries (SEREX) by utilizing a library derived from a human pancreatic adenocarcinoma cell line and IgG antibodies from an allogeneic patient serum led to the identification of 18 genes: 13 of these were known genes, and 5 were unknown genes. In Northern and RT-PCR analyses, we found that the expression of mRNA of 14 genes was elevated in pancreatic cancer cell lines compared with the levels in normal pancreatic tissues. In addition, the expression of mRNA of hsp105 in colon cancer was greater than that in normal colon tissue. Immunohistochemical analysis using anti-hsp105 antibody revealed that an increased expression of hsp105 is a characteristic feature of pancreatic ductal and colon adenocarcinoma. Furthermore, hsp105 immunoreactivity in some cases of gastric, esophageal, and hepatocellular carcinoma was much stronger than that in normal corresponding tissues. These molecules identified may provide good diagnostic markers for cancer cells."
Acute Ozone-Induced Transcriptional Changes in Markers of Oxidative Stress and Glucocorticoid Signaling in the Rat Hippocampus and Hypothalamus Are Sex-Specific,37047376,https://pubmed.ncbi.nlm.nih.gov/37047376,"Exposure to a prototypic air pollutant ozone (O
3
) has been associated with the activation of neuroendocrine stress response along with neural changes in oxidative stress (OS), inflammation, and Alzheimer's disease-like pathologies in susceptible animal models. We hypothesized that neural oxidative and transcriptional changes induced by O
3
 in stress responsive regions are sex-dependent. Male and female adult Long-Evans rats were exposed to filtered air or O
3
 for two consecutive days (0.8 ppm, 4 h/day) and brain regions were flash-frozen. Activities of cerebellar OS parameters and mitochondrial complex I, II, and IV enzymes were assessed to confirm prior findings. We assessed transcriptional changes in hypothalamus (HYP) and hippocampus (HIP) for markers of OS, microglial activity and glucocorticoid signaling using qPCR. Although there were no O
3
 or sex-related differences in the cerebellar activities of OS and mitochondrial enzymes, the levels of protein carbonyls and complex II activities were higher in females regardless of O
3
. There were no statistical differences in baseline expression of genes related to OS (
Cat
, 
Dhcr24
, 
Foxm1
, 
Gpx1
, 
Gss
, 
Nfe2l2
, 
Sod1
) except for lower HYP 
Sod1
 expression in air-exposed females than males, and higher HIP 
Gss
 expression in O
3
-exposed females relative to matched males. Microglial marker 
Aif1
 expression was higher in O
3
-exposed females relative to males; O
3
 inhibited 
Itgam
 only in males. The expression of 
Bdnf
 in HIP and HYP was inhibited by O
3
 in both sexes. Genes related to glucocorticoid signaling (
Fkbp4
, 
Fkbp5
, 
Hsp90aa1
, 
Hspa4
, 
nr3c1
, 
nr3c2
) showed sex-specific effects due to O
3
 exposure. Baseline expression of HIP 
Fkbp4
 was higher in females relative to males. O
3
 inhibited Nr3c1 in female HIP and male HYP, but 
Nr3c2
 was inhibited in male HYP. 
Fkbp4
 expression was higher in O
3
-exposed females when compared to matched males, whereas 
Fkbp5
 was expressed at higher levels in both brain regions of males and females. These results indicate that sex-specific brain region responses to O
3
 might, in part, be caused by OS and regulation of glucocorticoid signaling."
Influence of Mild Chronic Stress and Social Isolation on Acute Ozone-Induced Alterations in Stress Biomarkers and Brain-Region-Specific Gene Expression in Male Wistar-Kyoto Rats,38001817,https://pubmed.ncbi.nlm.nih.gov/38001817,"Individuals with psychosocial stress often experience an exaggerated response to air pollutants. Ozone (O
3
) exposure has been associated with the activation of the neuroendocrine stress-response system. We hypothesized that preexistent mild chronic stress plus social isolation (CS), or social isolation (SI) alone, would exacerbate the acute effects of O
3
 exposure on the circulating adrenal-derived stress hormones, and the expression of the genes regulating glucocorticoid stress signaling via an altered stress adaptation in a brain-region-specific manner. Male Wistar-Kyoto rats (5 weeks old) were socially isolated, plus were subjected to either CS (noise, confinement, fear, uncomfortable living, hectic activity, and single housing), SI (single housing only, restricted handling and no enrichment) or no stress (NS; double housing, frequent handling and enrichment provided) for 8 weeks. The rats were then exposed to either air or O
3
 (0.8 ppm for 4 h), and the samples were collected immediately after. The indicators of sympathetic and hypothalamic-pituitary axis (HPA) activation (i.e., epinephrine, corticosterone, and lymphopenia) increased with O
3
 exposure, but there were no effects from CS or SI, except for the depletion of serum BDNF. CS and SI revealed small changes in brain-region-specific glucocorticoid-signaling-associated markers of gene expression in the air-exposed rats (hypothalamic 
Nr3c1
, 
Nr3c2 Hsp90aa1
, 
Hspa4
 and 
Cnr1
 inhibition in SI; hippocampal 
HSP90aa1
 increase in SI; and inhibition of the bed nucleus of the stria terminalis (BNST) 
Cnr1
 in CS). Gene expression across all brain regions was altered by O
3
, reflective of glucocorticoid signaling effects, such as 
Fkbp5
 in NS, CS and SI. The SI effects on 
Fkbp5
 were greatest for SI in BNST. O
3
 increased 
Cnr2
 expression in the hypothalamus and olfactory bulbs of the NS and SI groups. O
3,
 in all stress conditions, generally inhibited the expression of 
Nr3c1
 in all brain regions, 
Nr3c2
 in the hippocampus and hypothalamus and 
Bdnf
 in the hippocampus. SI, in general, showed slightly greater O
3
-induced changes when compared to NS and CS. Serum metabolomics revealed increased sphingomyelins in the air-exposed SI and O
3
-exposed NS, with underlying SI dampening some of the O
3
-induced changes. These results suggest a potential link between preexistent SI and acute O
3
-induced increases in the circulating adrenal-derived stress hormones and brain-region-specific gene expression changes in glucocorticoid signaling, which may partly underlie the stress dynamic in those with long-term SI."
Apg-2 has a chaperone-like activity similar to Hsp110 and is overexpressed in hepatocellular carcinomas,14987991,https://pubmed.ncbi.nlm.nih.gov/14987991,"Hepatocellular carcinoma (HCC) is the fifth most common cancer in the world. We constructed subtracted cDNA libraries enriched with genes overexpressed in HCCs. Among the 17 genes identified were molecular chaperones, Hsp110, Hsp90B, and Hsp70-1. Expression of the Hsp110 family members was further analyzed, and increased transcript levels of Hsp110 and Apg-2, but not Apg-1, were found in 12 and 14, respectively, of 18 HCCs. Immunohistochemical analysis demonstrated the overexpression of the proteins in tumor cells. Apg-2 had chaperone ability similar to Hsp110 in a thermal denaturation assay using luciferase, and showed anti-apoptotic activity. These results suggest that the Hsp110 family members play important roles in hepatocarcinogenesis through their chaperoning activities."
Let-7c miRNA Inhibits the Proliferation and Migration of Heat-Denatured Dermal Fibroblasts Through Down-Regulating HSP70,26923191,https://pubmed.ncbi.nlm.nih.gov/26923191,"Wound healing is a complex physiological process necessitating the coordinated action of various cell types, signals and microRNAs (miRNAs). However, little is known regarding the role of miRNAs in mediating this process. In the present study, we show that let-7c miRNA is decreased in heat-denatured fibroblasts and that inhibiting let-7c expression leads to the increased proliferation and migration of dermal fibroblasts, whereas the overexpression of let-7c exerts an opposite effect. Further investigation has identified heat shock protein 70 as a direct target of let-7c and has demonstrated that the expression of HSP70 in fibroblasts is negatively correlated with let-7c levels. Moreover, down-regulation of let-7c expression is accompanied by up-regulation of Bcl-2 expression and down-regulation of Bax expression, both of which are the downstream genes of HSP70. Notably, the knockdown of HSP70 by HSP70 siRNA apparently abrogates the stimulatory effect of let-7c inhibitor on heat-denatured fibroblasts proliferation and migration. Overall, we have identified let-7c as a key regulator that inhibits fibroblasts proliferation and migration during wound healing."
Bioinformatics enrichment analysis of genes and pathways related to maternal type 1 diabetes associated with adverse fetal outcomes,32046932,https://pubmed.ncbi.nlm.nih.gov/32046932,"Maternal type 1 diabetes mellitus (T1DM) may affect fetal development by altering the gene expression profile of the umbilical cord. The present study aimed to explore the T1DM-induced gene expression changes in the fetal umbilical cord. The raw gene expression profiles (ID: GSE51546) of umbilical cord tissue obtained from six normal mothers (non-diabetic) and six type 1 diabetic mothers were used to identify the differentially expressed genes. Genes that correspond to official gene symbols were selected for protein-protein interaction (PPI) and sub-network construction (combined score > 0.4). Functional annotation for Gene Ontology (GO) and pathway enrichment analysis were performed for genes involved in networking. A total of 110 differentially expressed genes were identified of which 38 were up-regulated while 72 were down-regulated. Only 37 genes were identified to significantly interact with each other. Hub genes including HSPA4, KCTD6, UBE2G1, FBXL19, and EHMT1 were up-regulated while KBTBD7, TRIM32, and NUP were down-regulated. T1DM had a major effect on the expression of genes involved in cellular death and differentiation, cell signaling and communication, protein modification and regulation of GTPase activity. Total 27 pathways were enriched and genes related to Wnt signaling, VEGF signaling, inflammation mediated by chemokine and cytokine signaling pathways, FGF signaling pathways and GnRH receptor pathways were found significantly affected by T1DM. Our results suggest that the T1DM environment seems to alter umbilical cord gene expression involved in the regulation of pathophysiology of the diabetic mother which in turn may lead to long-term consequences in various tissues in infants. This study provides insight into the molecular mechanism underlying the adverse pregnancy outcomes of maternal T1DM."
"Transient hypoxia leads to increased serum levels of heat shock protein-27, -70 and caspase-cleaved cytokeratin 18",24660549,https://pubmed.ncbi.nlm.nih.gov/24660549,"Background:
        

      
      Chronic obstructive pulmonary disease (COPD) is a worldwide burden. We have previously shown that elevated levels of heat shock protein-27 (HSP27), -70 (HSP70), and caspase-cleaved cytokeratin 18 (ccCK-18) were found in serum of COPD patients correlating with disease severity. We hypothesized that transient hypoxia triggers the release of HSPs and ccCK-18.
    





          Methods:
        

      
      Fourteen healthy volunteers were subjected to transient normobaric hypoxia in an air-conditioned hypoxia chamber simulating an oxygen concentration at an altitude of up to 5500 meters. Serum samples were evaluated for HSP27, -70, and ccCK-18.
    





          Results:
        

      
      Baseline concentrations were 2760 pg/mL +/- 517 SEM for HSP-27, 49 pg/mL +/- 22 SEM for HSP-70, and 226 U/L +/- 20 SEM for ccCK-18. After eight hours and an altitude equivalent of 5500 meters a significant increase was recorded, depicted by serum levels of 3737 pg/mL +/- 571 SEM for HSP-27, 202 pg/mL +/- 81 SEM for HSP-70, and 244 U/L +/- 20 SEM for ccCK-18 (p < 0.05).
    





          Conclusions:
        

      
      These results provide an explanation for the elevated serum levels of HSP-27, HSP-70, and ccCK-18 found in COPD patients, indicating that hypoxic conditions can trigger the release of the aforementioned factors."
Insights into adaption and growth evolution: a comparative genomics study on two distinct cattle breeds from Northern and Southern China,33614243,https://pubmed.ncbi.nlm.nih.gov/33614243,"Mongolian cattle (MG, 
Bos taurus
) and Minnan cattle (MN, 
Bos indicus
) are two different breeds of Chinese indigenous cattle, representing North type and South type, respectively. However, their value and potential have not yet been discovered at the genomic level. In this study, 26 individuals of MN and MG were sequenced for the first time at an average of 13.9- and 12.8-fold, respectively. Large numbers of different variations were identified. In addition, the analyses of phylogenetic and population structure showed that these two cattle breeds are distinct from each other, and results of linkage disequilibrium analysis revealed that these two cattle breeds have undergone various degrees of intense natural or artificial selection. Subsequently, 496 and 306 potential selected genes (PSRs) were obtained in MN and MG, containing 1,096 and 529 potential selected genes (PSGs), respectively. These PSGs, together with the analyzed copy number variation (CNV)-related genes, showed potential relations with their phenotypic characteristics, including environmental adaptability (e.g., 
DVL2
, 
HSPA4
, 
CDHR4
), feed efficiency (e.g., 
R3HDM1
, 
PLAG1
, 
XKR4
), and meat/milk production (e.g., 
PDHB
, 
LEMD3
, 
APOF
). The results of this study help to gain new insights into the genetic characteristics of two distinct cattle breeds and will contribute to future cattle breeding."
"Cellular responses of novel human pancreatic β-cell line, 1.1B4 to hyperglycemia",23985558,https://pubmed.ncbi.nlm.nih.gov/23985558,"The novel human-derived pancreatic β-cell line, 1.1B4 exhibits insulin secretion and β-cell enriched gene expression. Recent investigations of the cellular responses of this novel cell line to lipotoxicity and cytokine toxicity revealed similarities to primary human β cells. The current study has investigated the responses of 1.1B4 cells to chronic 48 and 72 h exposure to hyperglycemia to probe mechanisms of human β-cell dysfunction and cell death. Exposure to 25 mM glucose significantly reduced insulin content (p<0.05) and glucokinase activity (p<0.01) after 72 h. Basal insulin release was unaffected but acute secretory response to 16.7 mM glucose was impaired (p<0.05). Insulin release stimulated by alanine, GLP-1, KCl, elevated Ca (2+) and forskolin was also markedly reduced after exposure to hyperglycemia (p<0.001). In addition, PDX1 protein expression was reduced by 58% by high glucose (p<0.05). Effects of hyperglycemia on secretory function were accompanied by decreased mRNA expression of INS, GCK, PCSK1, PCSK2, PPP3CB, GJA1, ABCC8, and KCNJ11. In contrast, exposure to hyperglycemia upregulated the transcription of GPX1, an antioxidant enzyme involved in detoxification of hydrogen peroxide and HSPA4, a molecular chaperone involved in ER stress response. Hyperglycemia-induced DNA damage was demonstrated by increased % tail DNA and olive tail moment, assessed by comet assay. Hyperglycemia-induced apoptosis was evident from increased activity of caspase 3/7 and decreased BCL2 protein. These observations reveal significant changes in cellular responses and gene expression in novel human pancreatic 1.1B4 β cells exposed to hyperglycemia, illustrating the usefulness of this novel human-derived cell line for studying human β-cell biology and diabetes."
"Toxicity Induced by Cytokines, Glucose, and Lipids Increase Apoptosis and Hamper Insulin Secretion in the 1.1E7 Beta Cell-Line",33806355,https://pubmed.ncbi.nlm.nih.gov/33806355,"Basic research on types 1 and 2 diabetes mellitus require early stage studies using beta cells or cell lines, ideally of human origin and with preserved insulin secretion in response to glucose. The 1.1E7 cells are a hybrid cell line resulting from the electrofusion of dispersed human islets and PANC-1 cells, capable of secreting insulin in response to glucose, but their survival and function under toxic conditions remains untested. This characterization is the purpose of the present study. We treated these cells with a cytokine mix, high glucose, palmitate, and the latter two combined. Under these conditions, we measured cell viability and apoptosis (MTT, Caspase Glo and TUNEL assays, as well as caspase-8 and -9 levels by Western blotting), endoplasmic reticulum stress markers (EIF2AK3, HSPA4, EIF2a, and HSPA5) by real-time PCR, and insulin secretion with a glucose challenge. All of these stimuli (i) induce apoptosis and ER stress markers expression, (ii) reduce mRNA amounts of 2-5 components of genes involved in the insulin secretory pathway, and (iii) abrogate the insulin release capability of 1.1E7 cells in response to glucose. The most pronounced effects were observed with cytokines and with palmitate and high glucose combined. This characterization may well serve as the starting point for those choosing this cell line for future basic research on certain aspects of diabetes."
Heat Shock 70 Protein Genes and Genetic Susceptibility to Apical Periodontitis,27567034,https://pubmed.ncbi.nlm.nih.gov/27567034,"Introduction:
        

      
      Heat shock proteins (HSPs) protect cells under adverse conditions such as infection, inflammation, and disease. The differential expression of HSPs in human periapical granulomas suggests a potential role for these proteins in periapical lesion development, which may contribute to different clinical outcomes. Therefore, we hypothesized that polymorphisms in HSP genes leading to perturbed gene expression and protein function may contribute to an individual's susceptibility to periapical lesion development.
    





          Methods:
        

      
      Subjects with deep carious lesions with or without periapical lesions (≥3 mm) were recruited at the University of Texas School of Dentistry at Houston and at the University of Pittsburgh. Genomic DNA samples of 400 patients were sorted into 2 groups: 183 cases with deep carious lesions and periapical lesions (cases) and 217 cases with deep carious lesions but without periapical lesions (controls). Eight single nucleotide polymorphisms (SNPs) in HSPA4, HSPA6, HSPA1L, HSPA4L, and HSPA9 genes were selected for genotyping. Genotypes were generated by end point analysis by using Taqman chemistry in a real-time polymerase chain reaction assay. Allele and genotype frequencies were compared among cases and controls by using χ(2) and Fisher exact tests as implemented in PLINK v.1.07. In silico analysis of SNP function was performed by using Polymorphism Phenotyping V2 and MirSNP software.
    





          Results:
        

      
      Overall, SNPs in HSPA1L and HSPA6 showed significant allelic association with cases of deep caries and periapical lesions (P < .05). We also observed altered transmission of HSPA1L SNP haplotypes (P = .03). In silico analysis of HSPA1L rs2075800 function showed that this SNP results in a glutamine-to-lysine substitution at position 602 of the protein and might affect the stability and function of the final protein.
    





          Conclusions:
        

      
      Variations in HSPA1L and HSPA6 may be associated with periapical lesion formation in individuals with untreated deep carious lesions. Future studies could help predict host susceptibility to developing apical periodontitis."
[STIP1 correlates with tumor immune infiltration and prognosis as a potential immunotherapy target: a pan-cancer bioinformatics analysis],37488801,https://pubmed.ncbi.nlm.nih.gov/37488801,"Objective:
        

      
      To investigate the correlation of stress-inducible phosphoprotein 1 (STIP1) expression level with prognosis of different cancers and its potential role in immunotherapy.
    





          Methods:
        

      
      TCGA, TARGET and GTEx databases were used for bioinformatic analysis of STIP1 expression level and its prognostic value in different cancers. We also detected STIP1 expression immunohistochemically in 10 pairs of colorectal cancer and adjacent tissues. We further analyzed the correlation of STIP1 expression level with tumor mutational burden, microsatellite instability, immune cell infiltration, immune regulators and outcomes of different cancers. STIP1- related proteins were identified using protein- protein interaction (PPI) network analysis, and functional enrichment analysis was performed to analyze the regulatory pathways involving STIP1.
    





          Results:
        

      
      Bioinformatics analysis showed that STIP1 was highly expressed in most tumors compared with the normal tissues (
P
 < 0.05), which was confirmed by immunohistochemistry of the 10 pairs of colorectal cancer tissues. STIP1 expression level was correlated with clinical stages of multiple cancers (
P
 < 0.05), and in some cancer types, an upregulated STIP1 expression was correlated with a poor prognosis of the patients in terms of overall survival, disease-specific survival, disease-free survival and progression-free survival (
P
 < 0.05). STIP1 expression was significantly correlated with tumor mutational burden, microsatellite instability, immune cell infiltration and immunomodulatory factors in most tumors (
P
 < 0.05). PPI network analysis indicated that STIP1-related proteins included HSPA4, HSPA8, and HSP90AA1. KEGG enrichment analysis suggested that the high expression of STIP1 in liver cancer was related mainly with valerate metabolism, tryptophan metabolism, and butyrate metabolism pathways; HALLMARK enrichment analysis suggested high STIP1 expression in liver cancer was involved in bile acid and fatty acid metabolism.
    





          Conclusion:
        

      
      STIP1 is up-regulated in multiple cancer types and its expression level is correlated with clinical tumor stage, tumor mutational burden, microsatellite instability, immune cell infiltration and immunomodulatory factors."
Evaluation of seminal plasma proteomics and relevance of FSH in identification of nonobstructive azoospermia: A preliminary study,29528137,https://pubmed.ncbi.nlm.nih.gov/29528137,"Nonobstructive azoospermia (NOA) patients present with high levels of serum FSH. At the protein level, the aetiology and pathways underlying different subtypes of NOA are unclear. The aim was to evaluate quantitatively differences in proteomic profiles of NOA patients presenting with normal serum FSH and normal testicular volume and high serum FSH and small testicular volume. The study comprised of 14 nonobstructive azoospermic men (N = 4; normal FSH and normal testicular volume and N = 10; high FSH and small testicular volume) and seven normozoospermic men. Proteomic analysis was done using LC-MS. GSTM3 and PGK2 were less abundant in the normal and high FSH group compared to controls. HSPA4L and HSPA4 were exclusively present in control group whereas HSP90AB1, HSPA1B, HSP90AA1 and HSPA2 were less abundant and exclusive to the normal and high FSH group. We have identified six heat-shock proteins that may have a role in the pathology of NOA. FSH and testicular volume by itself are not good markers of NOA. The inverse association of GSTM3 and PGK2 regulation with FSH levels along with 12 proteins exclusively in NOA groups suggests further evaluation of their predictive potential in a larger cohort of patients."
Insertional mutagenesis by replication-deficient retroviral vectors encoding the large T oncogene,17395733,https://pubmed.ncbi.nlm.nih.gov/17395733,"Insertion sites of replication-deficient retroviral vectors may trigger clonal dominance of hematopoietic cells in vivo. Here, we tested whether this would also be the case when using vectors that express powerful oncogenes, such as the large tumor antigen (TAg) of simian virus 40. TAg inactivates the tumor-suppressor proteins p53 and Rb by virtue of a chaperone-like activity. Primary hematopoietic stem/progenitor cells transduced with retroviral vectors encoding TAg-induced histiocytic sarcoma (HS) or myeloid leukemia (ML) in transplanted mice (average survival of 21 weeks). Retrovirally introducing TAg into pretransformed 32D cells generated a monocytic leukemia, with faster kinetics ( approximately 8 weeks). Leukemic clones showed retroviral insertions in genes contributing to all known TAg cooperation pathways, acting mitogenic and/or modulating apoptosis (such as BclX, Crk, Pim2, Csfr1/Pdgfrb, Osm/Lif, Axl, Fli, Sema4b, Sox4). 32D-derived monocytic leukemias showed hits in Pim2 and Max proto-oncogenes, or the chaperone Hspa4, plus additional signaling genes. Vector-mediated insertional mutagenesis thus revealed a broad spectrum of potential TAg complementation genes. These findings have important implications for the use of retroviral transgenesis in cancer research, and the expression of signaling genes in somatic gene therapy."
Meta-Analyses of Microarray Datasets Identifies ANO1 and FADD as Prognostic Markers of Head and Neck Cancer,26808319,https://pubmed.ncbi.nlm.nih.gov/26808319,"The head and neck squamous cell carcinoma (HNSCC) transcriptome has been profiled extensively, nevertheless, identifying biomarkers that are clinically relevant and thereby with translational benefit, has been a major challenge. The objective of this study was to use a meta-analysis based approach to catalog candidate biomarkers with high potential for clinical application in HNSCC. Data from publically available microarray series (N = 20) profiled using Agilent (4X44K G4112F) and Affymetrix (HGU133A, U133A_2, U133Plus 2) platforms was downloaded and analyzed in a platform/chip-specific manner (GeneSpring software v12.5, Agilent, USA). Principal Component Analysis (PCA) and clustering analysis was carried out iteratively for segregating outliers; 140 normal and 277 tumor samples from 15 series were included in the final analysis. The analyses identified 181 differentially expressed, concordant and statistically significant genes; STRING analysis revealed interactions between 122 of them, with two major gene clusters connected by multiple nodes (MYC, FOS and HSPA4). Validation in the HNSCC-specific database (N = 528) in The Cancer Genome Atlas (TCGA) identified a panel (ECT2, ANO1, TP63, FADD, EXT1, NCBP2) that was altered in 30% of the samples. Validation in treatment naïve (Group I; N = 12) and post treatment (Group II; N = 12) patients identified 8 genes significantly associated with the disease (Area under curve>0.6). Correlation with recurrence/re-recurrence showed ANO1 had highest efficacy (sensitivity: 0.8, specificity: 0.6) to predict failure in Group I. UBE2V2, PLAC8, FADD and TTK showed high sensitivity (1.00) in Group I while UBE2V2 and CRYM were highly sensitive (>0.8) in predicting re-recurrence in Group II. Further, TCGA analysis showed that ANO1 and FADD, located at 11q13, were co-expressed at transcript level and significantly associated with overall and disease-free survival (p<0.05). The meta-analysis approach adopted in this study has identified candidate markers correlated with disease outcome in HNSCC; further validation in a larger cohort of patients will establish their clinical relevance."
Identification of mRNA and non-coding RNA hubs using network analysis in organ tropism regulated triple negative breast cancer metastasis,33126129,https://pubmed.ncbi.nlm.nih.gov/33126129,"Triple negative breast cancer (TNBC) is aggressive in nature, resistant to conventional therapy and often ends in organ specific metastasis. In this study, publicly available datasets were used to identify miRNA, mRNA and lncRNA hubs. Using validated mRNA-miRNA, mRNA-mRNA and lncRNA-miRNA interaction information obtained from various databases, RNA interaction networks for TNBC and its subtype specific as well as organ tropism regulated metastasis were generated. Further, miRNA-mRNA-lncRNA triad classification was performed using social network analysis from subnetworks and visualized using Cytoscape. Survival analysis of the RNA hubs, oncoprint analysis for mRNAs and pathway analysis of the lncRNAs were also performed. Results indicated that two lncRNAs (NEAT1 and CASC7) and four miRNAs (hsa-miR-106b-5p, hsa-miR-148a-3p, hsa-miR-25-3p and hsa-let-7i-5p) were common between hubs identified in TNBC and TNBC associated metastasis. The exclusive hubs for TNBC associated metastasis were hsa-miR-200b-3p, SP1, HSPA4 and RAB1B. HMGA1 was the top ranked hub in mesenchymal subtype associated lung metastasis, while hsa-miR-27a-3p was identified as the top ranked hub mRNA in luminal androgen receptor subtype associated bone metastasis. When lncRNA associated pathway analysis was performed, Hs Cytoplasmic Ribosomal Protein pathway was found to be the most significant and among the selected hubs, CTNND1, SON and hsa-miR-29c emerged as TNBC survival markers. TP53, FOXA1, MTDH and HDGF were found as the top ranked mRNAs in oncoprint analysis. The pipeline proposed for the first time in this study with validated RNA interaction data integration and graph-based learning for miRNA-mRNA-lncRNA triad classification from RNA hubs may aid experimental cost reduction and its successful execution will allow it to be extended to other diseases too."
Proteomic-based identification of Apg-2 as a therapeutic target for chronic myeloid leukemia,24012954,https://pubmed.ncbi.nlm.nih.gov/24012954,"The oncogenic BCR/ABL tyrosine kinase induces constitutive enhanced ""spontaneous"" DNA damage and unfaithful repair in Philadelphia chromosome positive leukemia cells. Here, we investigated the changes of protein profile in H2O2-induced DNA damage/repair in BaF3-MIGR1 and BaF3-BCR/ABL cells through a proteomic strategy consisting of two-dimensional gel electrophoresis (2-DE) coupled with MALDI-TOF mass spectrometry. In total, 41 spots were differentially expressed and 13 proteins were identified with further MS analysis. Two essential proteins, Proto-oncogene tyrosine-protein kinase ABL1 (c-ABL) and Heat shock 70kDa protein 4 (Apg-2), were confirmed by Western blot and showed consistent changes with proteomic results. Moreover, functional analysis demonstrated that inhibition of Apg-2 not only decreased cell proliferation, but also induced cell apoptosis in BCR/ABL positive cells (BaF3-BCR/ABL, BaF3-BCR/ABL(T315I)). We also proved that Apg-2 inhibition aggravated H2O2 induced damage in BCR/ABL positive cells, and enhanced the sensitivity of BaF3-BCR/ABL(T315I) to STI571. Taken together, the findings in this work provide us with some clues to a better understanding of the molecular mechanisms underlying BCR/ABL in the DNA damage/repair processes and demonstrated that Apg-2 would be a valid target for anti-leukemia drug development."
Analysis of the transcriptome data in Litopenaeus vannamei reveals the immune basis and predicts the hub regulation-genes in response to high-pH stress,30517152,https://pubmed.ncbi.nlm.nih.gov/30517152,"Soil salinization erodes the farmlands and poses a serious threat to human life, reuse of the saline-alkali lands as cultivated resources becomes increasingly prominent. Pacific white shrimp (Litopenaeus vannamei) is an important farmed aquatic species for the development and utilization of the saline-alkali areas. However, little is known about the adaptation mechanism of this species in terms of high-pH stress. In the present study, a transcriptome analysis on the gill tissues of L. vannamei in response to high-pH stress (pH 9.3 ± 0.1) was conducted. After analyzing, the cyclic nucleotide gated channel-Ca2+ (CNGC-Ca2+) and patched 1 (Ptc1) were detected as the majority annotated components in the cAMP signaling pathway (KO04024), indicating that the CNGC-Ca2+ and Ptc1 might be the candidate components for transducing and maintaining the high-pH stress signals, respectively. The immunoglobulin superfamily (IgSF), heat shock protein (HSP), glutathione s-transferase (GST), prophenoloxidase/phenoloxidase (proPO/PO), superoxide dismutase (SOD), anti-lipopolysaccharide factor (ALF) and lipoprotein were discovered as the major transcribed immune factors in response to high-pH stress. To further detect hub regulation-genes, protein-protein interaction (PPI) networks were constructed; the genes/proteins ""Polymerase (RNA) II (DNA directed) polypeptide A"" (POLR2A), ""Histone acetyltransferase p300"" (EP300) and ""Heat shock 70kDa protein 8"" (HSPA8) were suggested as the top three hub regulation-genes in response to acute high-pH stress; the genes/proteins ""Heat shock 70kDa protein 4"" (HSPA4), ""FBJ murine osteosarcoma viral oncogene homolog"" (FOS) and ""Nucleoporin 54kDa"" (NUP54) were proposed as the top three hub regulation-genes involved in adapting endurance high-pH stress; the protein-interactions of ""EP300-HSPA8"" and ""HSPA4-NUP54"" were detected as the most important biological interactions in response to the high-pH stress; and the HSP70 family genes might play essential roles in the adaptation of the high-pH stress environment in L. vannamei. These findings provide the first insight into the molecular and immune basis of L. vannamei in terms of high-pH environments, and the construction of a PPI network might improve our understanding in revealing the hub regulation-genes in response to abiotic stress in shrimp species and might be beneficial for further studies."
